position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1,-0.2914,1,1,0,0,0
1,-0.2913,1,1,0,0,0
1,-0.2912,1,1,0,0,0
1,-0.2911,1,1,0,0,0
1,-0.291,1,1,0,0,0
1,-0.2909,1,1,0,0,0
1,-0.2908,1,1,0,0,0
1,-0.2907,1,1,0,0,0
1,-0.2906,1,1,0,0,0
1,-0.2905,1,1,0,0,0
1,-0.2904,1,1,0,0,0
1,-0.2903,1,1,0,0,0
1,-0.2902,1,1,0,0,0
1,-0.2901,1,1,0,0,0
1,-0.29,1,1,0,0,0
1,-0.2899,1,1,0,0,0
1,-0.2898,1,1,0,0,0
1,-0.2897,1,1,0,0,0
1,-0.2896,1,1,0,0,0
1,-0.2895,1,1,0,0,0
1,-0.2894,1,1,0,0,0
1,-0.2893,1,1,0,0,0
1,-0.2892,1,1,0,0,0
1,-0.2891,1,1,0,0,0
1,-0.289,1,1,0,0,0
1,-0.2889,1,1,0,0,0
1,-0.2888,1,1,0,0,0
1,-0.2887,1,1,0,0,0
1,-0.2886,1,1,0,0,0
1,-0.2885,1,1,0,0,0
1,-0.2884,1,1,0,0,0
1,-0.2883,1,1,0,0,0
1,-0.2882,1,1,0,0,0
1,-0.2881,1,1,0,0,0
1,-0.288,1,1,0,0,0
1,-0.2879,1,1,0,0,0
1,-0.2878,1,1,0,0,0
1,-0.2877,1,1,0,0,0
1,-0.2876,1,1,0,0,0
1,-0.2875,1,1,0,0,0
1,-0.2874,1,1,0,0,0
1,-0.2873,1,1,0,0,0
1,-0.2872,1,1,0,0,0
1,-0.2871,1,1,0,0,0
1,-0.287,1,1,0,0,0
1,-0.2869,1,1,0,0,0
1,-0.2868,1,1,0,0,0
1,-0.2867,1,1,0,0,0
1,-0.2866,1,1,0,0,0
1,-0.2865,1,1,0,0,0
1,-0.2864,1,1,0,0,0
1,-0.2863,1,1,0,0,0
1,-0.2862,1,1,0,0,0
1,-0.2861,1,1,0,0,0
1,-0.286,1,1,0,0,0
1,-0.2859,1,1,0,0,0
1,-0.2858,1,1,0,0,0
1,-0.2857,1,1,0,0,0
1,-0.2856,1,1,0,0,0
1,-0.2855,1,1,0,0,0
1,-0.2854,1,1,0,0,0
1,-0.2853,1,1,0,0,0
1,-0.2852,1,1,0,0,0
1,-0.2851,1,1,0,0,0
1,-0.285,1,1,0,0,0
1,-0.2849,1,1,0,0,0
1,-0.2848,1,1,0,0,0
1,-0.2847,1,1,0,0,0
1,-0.2846,1,1,0,0,0
1,-0.2845,1,1,0,0,0
1,-0.2844,1,1,0,0,0
1,-0.2843,1,1,0,0,0
1,-0.2842,1,1,0,0,0
1,-0.2841,1,1,0,0,0
1,-0.284,1,1,0,0,0
1,-0.2839,1,1,0,0,0
1,-0.2838,1,1,0,0,0
1,-0.2837,1,1,0,0,0
1,-0.2836,1,1,0,0,0
1,-0.2835,1,1,0,0,0
1,-0.2834,1,1,0,0,0
1,-0.2833,1,1,0,0,0
1,-0.2832,1,1,0,0,0
1,-0.2831,1,1,0,0,0
1,-0.283,1,1,0,0,0
1,-0.2829,1,1,0,0,0
1,-0.2828,1,1,0,0,0
1,-0.2827,1,1,0,0,0
1,-0.2826,1,1,0,0,0
1,-0.2825,1,1,0,0,0
1,-0.2824,1,1,0,0,0
1,-0.2823,1,1,0,0,0
1,-0.2822,1,1,0,0,0
1,-0.2821,1,1,0,0,0
