__time,/joint_states/group_1/joint_1/effort,/joint_states/group_1/joint_1/position,/joint_states/group_1/joint_1/velocity,/joint_states/group_1/joint_2/effort,/joint_states/group_1/joint_2/position,/joint_states/group_1/joint_2/velocity,/joint_states/group_1/joint_3/effort,/joint_states/group_1/joint_3/position,/joint_states/group_1/joint_3/velocity,/joint_states/group_1/joint_4/effort,/joint_states/group_1/joint_4/position,/joint_states/group_1/joint_4/velocity,/joint_states/group_1/joint_5/effort,/joint_states/group_1/joint_5/position,/joint_states/group_1/joint_5/velocity,/joint_states/group_1/joint_6/effort,/joint_states/group_1/joint_6/position,/joint_states/group_1/joint_6/velocity,/joint_states/header/stamp,/world_to_torch/header/header/stamp,/world_to_torch/transform/rotation/pitch,/world_to_torch/transform/rotation/roll,/world_to_torch/transform/rotation/w,/world_to_torch/transform/rotation/x,/world_to_torch/transform/rotation/y,/world_to_torch/transform/rotation/yaw,/world_to_torch/transform/rotation/z,/world_to_torch/transform/translation/x,/world_to_torch/transform/translation/y,/world_to_torch/transform/translation/z
1720619311.278175,0.025454000,0.000000000,0.000000000,-1.202509000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235680000,0.000000000,0.000000000,-0.046784000,0.000000000,0.000000000,1720619311.267388105,,,,,,,,,,,
1720619311.278190,0.025454000,0.000000000,0.000000000,-1.202509000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235680000,0.000000000,0.000000000,-0.046784000,0.000000000,0.000000000,1720619311.268388271,,,,,,,,,,,
1720619311.278203,0.025454000,0.000000000,0.000000000,-1.203587000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235200000,0.000000000,0.000000000,-0.047520000,0.000000000,0.000000000,1720619311.270388126,,,,,,,,,,,
1720619311.280371,0.025454000,0.000000000,0.000000000,-1.202509000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.236128000,0.000000000,0.000000000,-0.046112000,0.000000000,0.000000000,1720619311.274388313,,,,,,,,,,,
1720619311.289006,0.025454000,0.000000000,0.000000000,-1.204665000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.236800000,0.000000000,0.000000000,-0.047104000,0.000000000,0.009134350,1720619311.282388210,,,,,,,,,,,
1720619311.293293,0.025454000,0.000000000,0.000000000,-1.204665000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235200000,0.000000000,0.000000000,-0.046784000,0.000000000,0.000000000,1720619311.286388159,,,,,,,,,,,
1720619311.301307,0.025454000,0.000000000,0.000000000,-1.203587000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235872000,0.000000000,0.000000000,-0.047424000,0.000000000,0.000000000,1720619311.294388294,,,,,,,,,,,
1720619311.304708,,,,,,,,,,,,,,,,,,,,1720619311.294388294,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720619311.304741,0.025454000,0.000000000,0.000000000,-1.203587000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235328000,0.000000000,0.000000000,-0.046720000,0.000000000,0.000000000,1720619311.298388243,,,,,,,,,,,
1720619311.313830,0.025454000,0.000000000,0.000000000,-1.202509000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235456000,0.000000000,0.000000000,-0.045792000,0.000000000,0.000000000,1720619311.306388140,,,,,,,,,,,
1720619311.324400,0.025454000,0.000000000,0.000000000,-1.196580000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235744000,0.000000000,0.000000000,-0.048576000,0.000038380,0.009134350,1720619311.317388296,,,,,,,,,,,
1720619311.324628,0.025454000,0.000000000,0.000000000,-1.196580000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235744000,0.000000000,0.000000000,-0.048576000,0.000038380,0.009134350,1720619311.318388224,,,,,,,,,,,
1720619311.325837,0.025454000,0.000000000,0.000000000,-1.196580000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235744000,0.000000000,0.000000000,-0.048576000,0.000038380,0.009134350,1720619311.319388151,,,,,,,,,,,
1720619311.330145,0.025454000,0.000000000,0.000000000,-1.199814000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.236000000,0.000000000,0.000000000,-0.045984000,0.000000000,0.009134350,1720619311.323388100,,,,,,,,,,,
1720619311.337235,0.025454000,0.000000000,0.000000000,-1.200892000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235136000,0.000000000,0.000000000,-0.045632000,0.000000000,0.009134350,1720619311.330388308,,,,,,,,,,,
1720619311.338052,0.025454000,0.000000000,0.000000000,-1.200892000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235136000,0.000000000,0.000000000,-0.045632000,0.000000000,0.009134350,1720619311.331388235,,,,,,,,,,,
1720619311.341887,0.025454000,0.000000000,0.000000000,-1.200892000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046112000,0.000000000,0.000000000,0.235680000,0.000000000,0.000000000,-0.048384000,0.000038380,0.009134350,1720619311.335388184,,,,,,,,,,,
1720619311.349291,0.025454000,0.000000000,0.000000000,-1.201970000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.045856000,0.000000000,0.000000000,0.236192000,0.000000000,0.000000000,-0.047840000,0.000038380,0.009134350,1720619311.342388153,,,,,,,,,,,
1720619311.350500,0.025454000,0.000000000,0.000000000,-1.201970000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.045856000,0.000000000,0.000000000,0.236192000,0.000000000,0.000000000,-0.047840000,0.000038380,0.009134350,1720619311.343388319,,,,,,,,,,,
1720619311.353812,0.025454000,0.000000000,0.000000000,-1.202509000,0.000000000,0.000000000,1.013584000,0.000000000,0.000000000,0.046176000,0.000000000,0.000000000,0.235072000,0.000000000,0.000000000,-0.046496000,0.000000000,0.009134350,1720619311.347388268,,,,,,,,,,,
